"workerid","modal","correct_answer","video","catch_trial_answer_correct","percentage_blue","catch_trial","color","image","speaker_cond"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
38,"probably",1,"blue_probably_m",1,60,1,"blue","scene_blue_video_60.gif","m"
38,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
38,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
38,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
38,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
38,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
38,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
38,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
38,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
38,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
38,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
38,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
38,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
38,"bare",2,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
38,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
38,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
38,"bare",2,"blue_bare_m",1,100,1,"blue","scene_blue_video_100.gif","m"
38,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"might",1,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"might",2,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
39,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
39,"probably",2,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
39,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
39,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
39,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
39,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
39,"probably",1,"orange_probably_m",1,40,1,"orange","scene_orange_video_40.gif","m"
39,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
39,"probably",NA,"orange_probably_m",-1,40,0,"orange","scene_orange_video_40.gif","m"
39,"might",2,"blue_might_m",1,25,1,"blue","scene_blue_video_25.gif","m"
39,"might",1,"orange_might_m",1,75,1,"orange","scene_orange_video_75.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"might",NA,"orange_might_m",-1,75,0,"orange","scene_orange_video_75.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"probably",NA,"blue_probably_m",-1,60,0,"blue","scene_blue_video_60.gif","m"
39,"might",NA,"blue_might_m",-1,25,0,"blue","scene_blue_video_25.gif","m"
39,"bare",NA,"orange_bare_m",-1,0,0,"orange","scene_orange_video_0.gif","m"
39,"bare",NA,"blue_bare_m",-1,100,0,"blue","scene_blue_video_100.gif","m"
