modal,percentage_blue,cond,rating_pred,run
might,60,might-probably,0.341106601339,6
probably,60,might-probably,0.565657524547,6
other,60,might-probably,0.0932358741145,6
might,65,might-probably,0.271998090436,6
probably,65,might-probably,0.65099148053,6
other,65,might-probably,0.0770104290338,6
might,70,might-probably,0.227295056881,6
probably,70,might-probably,0.706156509166,6
other,70,might-probably,0.0665484339525,6
might,75,might-probably,0.201318498551,6
probably,75,might-probably,0.738145509148,6
other,75,might-probably,0.0605359923009,6
might,80,might-probably,0.188150116252,6
probably,80,might-probably,0.754227946684,6
other,80,might-probably,0.0576219370644,6
might,85,might-probably,0.182849328446,6
probably,85,might-probably,0.760407534939,6
other,85,might-probably,0.0567431366159,6
might,90,might-probably,0.181420571745,6
probably,90,might-probably,0.761305703549,6
other,90,might-probably,0.0572737247051,6
might,95,might-probably,0.180890119895,6
probably,95,might-probably,0.759016389225,6
other,95,might-probably,0.0600934908799,6
might,100,might-probably,0.0882623450038,6
probably,100,might-probably,0.332004408699,6
other,100,might-probably,0.579733246298,6
might,0,might-probably,0.02246008847,7
probably,0,might-probably,0.0166666666686,7
other,0,might-probably,0.960873244861,7
might,5,might-probably,0.412806334003,7
probably,5,might-probably,0.0166669899473,7
other,5,might-probably,0.57052667605,7
might,10,might-probably,0.699740661507,7
probably,10,might-probably,0.0166899522461,7
other,10,might-probably,0.283569386247,7
might,15,might-probably,0.767013082252,7
probably,15,might-probably,0.0169339667081,7
other,15,might-probably,0.21605295104,7
might,20,might-probably,0.781197768838,7
probably,20,might-probably,0.018241277513,7
other,20,might-probably,0.200560953649,7
might,25,might-probably,0.780463235713,7
probably,25,might-probably,0.0228424505698,7
other,25,might-probably,0.196694313717,7
might,30,might-probably,0.770987187312,7
probably,30,might-probably,0.0350089713215,7
other,30,might-probably,0.194003841366,7
might,35,might-probably,0.749461174137,7
probably,35,might-probably,0.0614719854611,7
other,35,might-probably,0.189066840402,7
might,40,might-probably,0.70894181926,7
probably,40,might-probably,0.111299368525,7
other,40,might-probably,0.179758812215,7
might,45,might-probably,0.64265501005,7
probably,45,might-probably,0.192966973732,7
other,45,might-probably,0.164378016218,7
might,50,might-probably,0.551186178563,7
probably,50,might-probably,0.305799424519,7
other,50,might-probably,0.143014396918,7
might,55,might-probably,0.448376393581,7
probably,55,might-probably,0.432705292812,7
other,55,might-probably,0.118918313607,7
might,60,might-probably,0.35435866779,7
probably,60,might-probably,0.548784790763,7
other,60,might-probably,0.0968565414467,7
might,65,might-probably,0.281807009231,7
probably,65,might-probably,0.638339297439,7
other,65,might-probably,0.0798536933293,7
might,70,might-probably,0.232313314257,7
probably,70,might-probably,0.699358417178,7
other,70,might-probably,0.0683282685647,7
might,75,might-probably,0.201675982771,7
probably,75,might-probably,0.73697587092,7
other,75,might-probably,0.0613481463088,7
might,80,might-probably,0.184684396164,7
probably,80,might-probably,0.757523019184,7
other,80,might-probably,0.0577925846525,7
might,85,might-probably,0.176778504711,7
probably,85,might-probably,0.76637761454,7
other,85,might-probably,0.0568438807489,7
might,90,might-probably,0.174034169815,7
probably,90,might-probably,0.767588148064,7
other,90,might-probably,0.0583776821209,7
might,95,might-probably,0.17275265046,7
probably,95,might-probably,0.761863832023,7
other,95,might-probably,0.0653835175172,7
might,100,might-probably,0.0881542238194,7
probably,100,might-probably,0.347132850005,7
other,100,might-probably,0.564712926175,7
might,0,might-probably,0.0222617737514,8
probably,0,might-probably,0.0166666695787,8
other,0,might-probably,0.96107155667,8
might,5,might-probably,0.37873685394,8
probably,5,might-probably,0.0166821133095,8
other,5,might-probably,0.604581032751,8
might,10,might-probably,0.682225577801,8
probably,10,might-probably,0.0169370343327,8
other,10,might-probably,0.300837387866,8
might,15,might-probably,0.761194825206,8
probably,15,might-probably,0.0181147788242,8
other,15,might-probably,0.22069039597,8
might,20,might-probably,0.778220540655,8
