"workerid","color","percentage_blue","modal","rating","speaker_cond"
7,"""orange""",90,"""bare""",0,"f"
7,"""orange""",100,"""bare""",0.07,"f"
7,"""orange""",0,"""probably""",0,"f"
7,"""orange""",10,"""probably""",0.78,"f"
7,"""orange""",25,"""probably""",0.7,"f"
7,"""orange""",40,"""probably""",0.22,"f"
7,"""orange""",50,"""probably""",0,"f"
7,"""orange""",60,"""probably""",0,"f"
7,"""orange""",75,"""probably""",0.01,"f"
7,"""orange""",90,"""probably""",0.04,"f"
7,"""orange""",100,"""probably""",0.03,"f"
7,"""blue""",0,"""probably""",0,"f"
7,"""blue""",10,"""probably""",0,"f"
7,"""blue""",25,"""probably""",0.01,"f"
7,"""blue""",40,"""probably""",0,"f"
7,"""blue""",50,"""probably""",0.03,"f"
7,"""blue""",60,"""probably""",0.46,"f"
7,"""blue""",75,"""probably""",0.59,"f"
7,"""blue""",90,"""probably""",0.84,"f"
7,"""blue""",100,"""probably""",0.03,"f"
8,"""blue""",0,"""might""",0,"f"
8,"""blue""",10,"""might""",0.17,"f"
8,"""blue""",25,"""might""",0.49,"f"
8,"""blue""",40,"""might""",0.68,"f"
8,"""blue""",50,"""might""",0.9,"f"
8,"""blue""",60,"""might""",0.86,"f"
8,"""blue""",75,"""might""",0,"f"
8,"""blue""",90,"""might""",0,"f"
8,"""blue""",100,"""might""",0,"f"
8,"""orange""",0,"""bare""",1,"f"
8,"""orange""",10,"""bare""",0,"f"
8,"""orange""",25,"""bare""",0,"f"
8,"""orange""",40,"""bare""",0,"f"
8,"""orange""",50,"""bare""",0,"f"
8,"""orange""",60,"""bare""",0,"f"
8,"""orange""",75,"""bare""",0,"f"
8,"""orange""",90,"""bare""",0,"f"
8,"""orange""",100,"""bare""",0,"f"
8,"""orange""",0,"""probably""",0,"f"
8,"""orange""",10,"""probably""",1,"f"
8,"""orange""",25,"""probably""",1,"f"
8,"""orange""",40,"""probably""",0.28,"f"
8,"""orange""",50,"""probably""",0,"f"
8,"""orange""",60,"""probably""",0,"f"
8,"""orange""",75,"""probably""",0,"f"
8,"""orange""",90,"""probably""",0,"f"
8,"""orange""",100,"""probably""",0,"f"
8,"""blue""",0,"""bare""",0,"f"
8,"""blue""",10,"""bare""",0,"f"
8,"""blue""",25,"""bare""",0,"f"
8,"""blue""",40,"""bare""",0,"f"
8,"""blue""",50,"""bare""",0,"f"
8,"""blue""",60,"""bare""",0,"f"
8,"""blue""",75,"""bare""",0,"f"
8,"""blue""",90,"""bare""",0,"f"
8,"""blue""",100,"""bare""",1,"f"
8,"""blue""",0,"""probably""",0,"f"
8,"""blue""",10,"""probably""",0,"f"
8,"""blue""",25,"""probably""",0,"f"
8,"""blue""",40,"""probably""",0,"f"
8,"""blue""",50,"""probably""",0.23,"f"
8,"""blue""",60,"""probably""",0.45,"f"
8,"""blue""",75,"""probably""",0.98,"f"
8,"""blue""",90,"""probably""",1,"f"
8,"""blue""",100,"""probably""",0,"f"
8,"""orange""",0,"""might""",0,"f"
8,"""orange""",10,"""might""",0.17,"f"
8,"""orange""",25,"""might""",0.35,"f"
8,"""orange""",40,"""might""",0.91,"f"
8,"""orange""",50,"""might""",0.68,"f"
8,"""orange""",60,"""might""",0.48,"f"
8,"""orange""",75,"""might""",0.3,"f"
8,"""orange""",90,"""might""",0.09,"f"
8,"""orange""",100,"""might""",0,"f"
9,"""orange""",0,"""probably""",0,"f"
9,"""orange""",10,"""probably""",1,"f"
9,"""orange""",25,"""probably""",1,"f"
9,"""orange""",40,"""probably""",1,"f"
9,"""orange""",50,"""probably""",1,"f"
9,"""orange""",60,"""probably""",1,"f"
9,"""orange""",75,"""probably""",0,"f"
9,"""orange""",90,"""probably""",0,"f"
9,"""orange""",100,"""probably""",0,"f"
9,"""orange""",0,"""might""",0,"f"
9,"""orange""",10,"""might""",0,"f"
9,"""orange""",25,"""might""",0.44,"f"
9,"""orange""",40,"""might""",1,"f"
9,"""orange""",50,"""might""",1,"f"
9,"""orange""",60,"""might""",1,"f"
9,"""orange""",75,"""might""",1,"f"
9,"""orange""",90,"""might""",0,"f"
9,"""orange""",100,"""might""",0,"f"
9,"""blue""",0,"""probably""",0,"f"
9,"""blue""",10,"""probably""",0,"f"
9,"""blue""",25,"""probably""",0.55,"f"
9,"""blue""",40,"""probably""",0.27,"f"
9,"""blue""",50,"""probably""",1,"f"
9,"""blue""",60,"""probably""",1,"f"
9,"""blue""",75,"""probably""",1,"f"
9,"""blue""",90,"""probably""",1,"f"
9,"""blue""",100,"""probably""",1,"f"
9,"""orange""",0,"""bare""",1,"f"
9,"""orange""",10,"""bare""",0.79,"f"
9,"""orange""",25,"""bare""",0.62,"f"
9,"""orange""",40,"""bare""",0.34,"f"
9,"""orange""",50,"""bare""",0,"f"
9,"""orange""",60,"""bare""",0,"f"
9,"""orange""",75,"""bare""",0,"f"
9,"""orange""",90,"""bare""",0,"f"
9,"""orange""",100,"""bare""",0,"f"
9,"""blue""",0,"""bare""",0,"f"
9,"""blue""",10,"""bare""",0,"f"
9,"""blue""",25,"""bare""",0,"f"
9,"""blue""",40,"""bare""",0,"f"
9,"""blue""",50,"""bare""",0,"f"
9,"""blue""",60,"""bare""",1,"f"
